n_S,n_C,n_L,n_K,n_D,B
20,200,3,7000,10,20000
==========
Car ID,Level,Initial station
1,1,3
2,1,5
3,1,11
4,1,14
5,1,16
6,1,4
7,1,18
8,1,5
9,1,20
10,1,5
11,1,18
12,1,18
13,1,10
14,1,1
15,1,9
16,1,18
17,1,3
18,1,4
19,1,9
20,1,14
21,1,8
22,1,19
23,1,3
24,1,2
25,1,14
26,1,9
27,1,1
28,1,13
29,1,5
30,1,16
31,1,19
32,1,18
33,1,14
34,1,3
35,1,4
36,1,13
37,1,9
38,1,18
39,1,8
40,1,12
41,1,17
42,1,20
43,1,13
44,1,2
45,1,18
46,1,19
47,1,7
48,1,1
49,1,6
50,1,10
51,1,2
52,1,20
53,1,13
54,1,7
55,1,17
56,1,11
57,1,18
58,1,17
59,1,11
60,1,3
61,1,17
62,1,20
63,1,1
64,1,13
65,1,12
66,1,1
67,2,17
68,2,16
69,2,5
70,2,6
71,2,11
72,2,12
73,2,8
74,2,9
75,2,20
76,2,11
77,2,9
78,2,7
79,2,19
80,2,20
81,2,3
82,2,11
83,2,19
84,2,15
85,2,5
86,2,17
87,2,8
88,2,8
89,2,11
90,2,20
91,2,13
92,2,8
93,2,17
94,2,9
95,2,12
96,2,10
97,2,8
98,2,7
99,2,2
100,2,9
101,2,17
102,2,7
103,2,6
104,2,5
105,2,5
106,2,15
107,2,5
108,2,5
109,2,4
110,2,7
111,2,2
112,2,16
113,2,19
114,2,8
115,2,14
116,2,9
117,2,5
118,2,13
119,2,10
120,2,8
121,2,14
122,2,2
123,2,19
124,2,19
125,2,16
126,2,19
127,2,17
128,2,9
129,2,13
130,2,18
131,2,8
132,2,4
133,2,17
134,3,17
135,3,15
136,3,10
137,3,15
138,3,14
139,3,3
140,3,14
141,3,12
142,3,11
143,3,18
144,3,14
145,3,7
146,3,9
147,3,16
148,3,12
149,3,11
150,3,10
151,3,8
152,3,5
153,3,8
154,3,10
155,3,12
156,3,16
157,3,16
158,3,11
159,3,17
160,3,5
161,3,15
162,3,17
163,3,19
164,3,5
165,3,20
