n_S,n_C,n_L,n_K,n_D,B
20,200,3,7000,10,20000
==========
Car ID,Level,Initial station
1,1,4
2,1,5
3,1,10
4,1,2
5,1,20
6,1,1
7,1,18
8,1,8
9,1,12
10,1,17
11,1,16
12,1,6
13,1,7
14,1,9
15,1,14
16,1,12
17,1,16
18,1,20
19,1,4
20,1,3
21,1,1
22,1,3
23,1,6
24,1,9
25,1,17
26,1,9
27,1,18
28,1,8
29,1,7
30,1,20
31,1,17
32,1,13
33,1,20
34,1,10
35,1,14
36,1,10
37,1,16
38,1,14
39,1,18
40,1,10
41,1,18
42,1,7
43,1,13
44,1,6
45,1,9
46,1,4
47,1,7
48,1,12
49,1,8
50,1,14
51,1,15
52,1,11
53,1,12
54,1,10
55,1,6
56,1,8
57,1,11
58,1,11
59,1,6
60,1,7
61,1,14
62,1,1
63,1,4
64,1,10
65,1,17
66,1,11
67,2,10
68,2,9
69,2,20
70,2,2
71,2,18
72,2,1
73,2,16
74,2,17
75,2,14
76,2,7
77,2,5
78,2,19
79,2,20
80,2,6
81,2,4
82,2,13
83,2,9
84,2,13
85,2,12
86,2,14
87,2,7
88,2,14
89,2,18
90,2,9
91,2,5
92,2,6
93,2,19
94,2,2
95,2,20
96,2,2
97,2,15
98,2,7
99,2,14
100,2,9
101,2,20
102,2,17
103,2,15
104,2,17
105,2,13
106,2,12
107,2,3
108,2,17
109,2,9
110,2,6
111,2,10
112,2,18
113,2,6
114,2,3
115,2,16
116,2,4
117,2,12
118,2,17
119,2,17
120,2,10
121,2,8
122,2,1
123,2,4
124,2,4
125,2,10
126,2,16
127,2,5
128,2,12
129,2,17
130,2,10
131,2,9
132,2,11
133,2,19
134,3,16
135,3,9
136,3,17
137,3,16
138,3,17
139,3,6
140,3,8
141,3,8
142,3,13
143,3,3
144,3,15
145,3,1
146,3,13
147,3,3
148,3,13
149,3,8
150,3,1
151,3,14
152,3,5
153,3,7
154,3,19
155,3,2
156,3,17
157,3,16
158,3,18
159,3,4
160,3,1
161,3,6
162,3,17
163,3,18
164,3,10
165,3,3
166,3,18
167,3,18
168,3,2
169,3,7
170,3,6
171,3,1
172,3,18
173,3,18
174,3,15
175,3,18
176,3,12
177,3,8
178,3,14
179,3,5
180,3,10
181,3,19
182,3,9
183,3,8
184,3,2
185,3,3
186,3,17
187,3,10
188,3,20
189,3,16
190,3,10
191,3,14
192,3,15
193,3,18
194,3,2
195,3,13
196,3,13
197,3,13
198,3,3
199,3,9
200,3,8
==========
Car level,Hour rate
1,200
2,300
3,500
==========
Order ID,Level,Pick-up station,Return station,Pick-up time,Return time
1,1,2,19,2023/01/01 04:30,2023/01/01 16:30
2,2,6,3,2023/01/02 12:30,2023/01/03 00:30
3,2,7,17,2023/01/08 00:30,2023/01/08 02:30
4,3,2,15,2023/01/02 15:00,2023/01/03 03:00
5,1,9,15,2023/01/10 16:30,2023/01/10 20:30
6,1,17,12,2023/01/07 22:00,2023/01/08 01:00
7,3,8,18,2023/01/04 10:30,2023/01/04 14:30
8,1,10,20,2023/01/06 13:30,2023/01/06 21:30
9,1,7,18,2023/01/01 12:00,2023/01/02 06:00
10,3,15,18,2023/01/01 20:00,2023/01/02 08:00
11,3,3,12,2023/01/08 06:30,2023/01/08 18:30
12,3,5,2,2023/01/02 23:30,2023/01/03 01:30
13,1,6,15,2023/01/04 05:30,2023/01/04 09:30
14,1,3,3,2023/01/01 09:30,2023/01/01 12:30
15,1,3,3,2023/01/05 05:30,2023/01/05 08:30
16,1,6,18,2023/01/07 13:30,2023/01/07 15:30
17,3,7,15,2023/01/01 21:30,2023/01/02 00:30
18,2,10,3,2023/01/10 02:30,2023/01/10 08:30
19,3,2,13,2023/01/04 22:30,2023/01/05 22:30
20,3,17,9,2023/01/08 20:30,2023/01/09 20:30
21,2,11,11,2023/01/09 14:30,2023/01/09 18:30
22,2,7,17,2023/01/06 10:00,2023/01/06 16:00
23,1,1,20,2023/01/08 03:30,2023/01/08 07:30
24,2,3,3,2023/01/08 22:00,2023/01/09 16:00
25,3,3,20,2023/01/05 08:30,2023/01/05 10:30
26,2,9,10,2023/01/07 11:00,2023/01/07 23:00
27,1,10,19,2023/01/10 02:00,2023/01/10 08:00
28,3,1,12,2023/01/10 18:30,2023/01/10 21:30
29,1,10,15,2023/01/04 04:00,2023/01/04 16:00
30,1,18,4,2023/01/02 01:00,2023/01/02 03:00
31,3,2,4,2023/01/02 00:00,2023/01/02 08:00
32,1,1,10,2023/01/02 06:00,2023/01/02 18:00
33,1,11,18,2023/01/04 05:30,2023/01/04 08:30
34,1,12,5,2023/01/03 11:00,2023/01/04 11:00
35,2,4,14,2023/01/01 23:00,2023/01/02 11:00
36,3,14,11,2023/01/09 03:30,2023/01/09 11:30
37,3,3,20,2023/01/02 16:30,2023/01/03 16:30
38,1,6,14,2023/01/07 18:30,2023/01/07 22:30
39,1,4,13,2023/01/09 09:00,2023/01/09 11:00
40,2,17,12,2023/01/02 15:00,2023/01/02 19:00
41,3,5,18,2023/01/06 04:00,2023/01/06 12:00
42,1,3,12,2023/01/02 00:30,2023/01/02 08:30
43,3,17,15,2023/01/04 11:30,2023/01/04 23:30
44,3,8,17,2023/01/05 14:30,2023/01/06 08:30
45,3,2,14,2023/01/04 23:00,2023/01/05 23:00
46,1,3,18,2023/01/04 10:30,2023/01/04 14:30
47,3,5,20,2023/01/04 12:00,2023/01/05 12:00
48,2,1,11,2023/01/10 11:00,2023/01/10 23:00
