n_S,n_C,n_L,n_K,n_D,B
20,200,3,7000,10,20000
==========
Car ID,Level,Initial station
1,1,18
2,1,8
3,1,13
4,1,7
5,1,15
6,1,16
7,1,14
8,1,13
9,1,6
10,1,6
11,1,20
12,1,20
13,1,16
14,1,10
15,1,20
16,1,19
17,1,12
18,1,16
19,1,3
20,1,18
21,1,2
22,1,20
23,1,19
24,1,3
25,1,6
26,1,3
27,1,3
28,1,17
29,1,13
30,1,7
31,1,1
32,1,1
33,1,3
34,1,8
35,1,11
36,1,6
37,1,17
38,1,8
39,1,8
40,1,15
41,1,8
42,1,1
43,1,7
44,1,5
45,1,5
46,1,16
47,1,9
48,1,11
49,1,20
50,1,20
51,1,12
52,1,11
53,1,6
54,1,7
55,1,14
56,1,7
57,1,1
58,1,3
59,1,20
60,1,7
61,1,12
62,1,10
63,1,7
64,1,20
65,1,14
66,1,13
67,2,3
68,2,1
69,2,13
70,2,9
71,2,3
72,2,15
73,2,14
74,2,7
75,2,8
76,2,6
77,2,12
78,2,8
79,2,13
80,2,19
81,2,2
82,2,17
83,2,5
84,2,18
85,2,11
86,2,5
87,2,12
88,2,19
89,2,7
90,2,3
91,2,9
92,2,12
93,2,1
94,2,11
95,2,11
96,2,17
97,2,16
98,2,1
99,2,19
100,2,15
101,2,13
102,2,14
103,2,17
104,2,10
105,2,10
106,2,10
107,2,18
108,2,5
109,2,7
110,2,12
111,2,18
112,2,17
113,2,20
114,2,8
115,2,7
116,2,10
117,2,12
118,2,13
119,2,10
120,2,3
121,2,2
122,2,11
123,2,19
124,2,11
125,2,6
126,2,7
127,2,13
128,2,8
129,2,5
130,2,10
131,2,2
132,2,17
133,2,1
134,3,20
135,3,19
136,3,17
137,3,16
138,3,5
139,3,13
140,3,12
141,3,19
142,3,14
143,3,16
144,3,6
145,3,10
146,3,4
147,3,8
148,3,2
149,3,9
150,3,6
151,3,4
152,3,12
153,3,1
154,3,12
155,3,2
156,3,14
157,3,3
158,3,12
159,3,9
160,3,14
161,3,5
162,3,6
163,3,9
164,3,17
165,3,10
166,3,14
167,3,8
168,3,15
169,3,2
170,3,12
171,3,6
172,3,13
173,3,4
174,3,20
175,3,10
176,3,11
177,3,1
178,3,18
179,3,1
180,3,17
181,3,8
182,3,10
183,3,4
184,3,12
185,3,3
186,3,19
187,3,5
188,3,15
189,3,2
190,3,4
191,3,10
192,3,10
193,3,17
194,3,16
195,3,5
196,3,13
197,3,5
198,3,1
199,3,8
200,3,20
==========
Car level,Hour rate
1,200
2,300
3,500
==========
Order ID,Level,Pick-up station,Return station,Pick-up time,Return time
1,3,7,19,2023/01/03 19:00,2023/01/03 21:00
2,3,16,13,2023/01/06 02:00,2023/01/07 02:00
3,2,5,14,2023/01/02 05:30,2023/01/02 17:30
4,2,19,14,2023/01/08 02:00,2023/01/08 14:00
5,1,1,1,2023/01/06 16:00,2023/01/07 10:00
6,2,7,14,2023/01/04 13:30,2023/01/05 07:30
7,1,5,11,2023/01/04 02:30,2023/01/04 05:30
8,1,11,11,2023/01/04 23:30,2023/01/05 07:30
9,3,5,20,2023/01/02 16:30,2023/01/02 20:30
10,2,18,16,2023/01/02 23:30,2023/01/03 17:30
11,1,16,3,2023/01/07 09:30,2023/01/07 17:30
12,1,5,19,2023/01/06 01:00,2023/01/06 19:00
13,2,10,7,2023/01/07 21:00,2023/01/07 23:00
14,3,10,17,2023/01/01 13:00,2023/01/02 01:00
15,3,6,16,2023/01/04 03:30,2023/01/04 06:30
16,1,9,11,2023/01/09 10:30,2023/01/09 13:30
17,3,16,19,2023/01/03 03:30,2023/01/03 15:30
18,3,12,13,2023/01/01 15:30,2023/01/02 09:30
19,2,13,14,2023/01/01 15:30,2023/01/02 03:30
20,3,8,14,2023/01/07 07:00,2023/01/07 19:00
21,2,2,11,2023/01/03 03:30,2023/01/03 09:30
22,3,7,20,2023/01/07 11:30,2023/01/08 05:30
23,3,4,14,2023/01/01 08:30,2023/01/01 11:30
24,3,10,17,2023/01/03 18:00,2023/01/04 18:00
25,1,14,15,2023/01/09 08:30,2023/01/09 14:30
26,1,4,19,2023/01/04 18:00,2023/01/04 21:00
27,2,10,13,2023/01/08 06:00,2023/01/08 10:00
28,3,8,11,2023/01/01 12:00,2023/01/02 06:00
29,3,4,12,2023/01/09 23:30,2023/01/10 11:30
30,1,14,17,2023/01/07 10:00,2023/01/07 22:00
31,1,1,20,2023/01/06 04:30,2023/01/06 22:30
32,3,5,2,2023/01/09 18:30,2023/01/09 22:30
33,1,18,18,2023/01/03 10:30,2023/01/03 13:30
34,3,5,15,2023/01/03 02:00,2023/01/03 08:00
35,1,4,11,2023/01/09 20:00,2023/01/09 22:00
36,1,9,18,2023/01/01 12:00,2023/01/02 12:00
37,2,7,13,2023/01/04 18:00,2023/01/04 22:00
38,2,1,11,2023/01/06 22:30,2023/01/07 22:30
39,3,6,6,2023/01/06 05:00,2023/01/06 07:00
40,3,7,17,2023/01/10 10:00,2023/01/10 18:00
41,1,8,2,2023/01/10 08:30,2023/01/10 11:30
42,2,3,11,2023/01/06 13:30,2023/01/06 17:30
43,1,6,11,2023/01/01 09:30,2023/01/01 13:30
44,2,5,18,2023/01/09 05:30,2023/01/09 09:30
45,2,14,15,2023/01/10 15:00,2023/01/10 21:00
46,2,13,13,2023/01/05 10:30,2023/01/05 12:30
47,1,1,17,2023/01/02 19:00,2023/01/02 23:00
48,1,6,19,2023/01/02 23:30,2023/01/03 17:30
49,3,4,10,2023/01/01 09:30,2023/01/01 13:30
50,3,17,15,2023/01/06 01:00,2023/01/06 07:00
51,2,2,18,2023/01/07 11:30,2023/01/08 11:30
52,1,16,1,2023/01/09 03:00,2023/01/10 03:00
53,3,1,1,2023/01/01 22:00,2023/01/02 22:00
54,2,1,13,2023/01/05 01:30,2023/01/05 03:30
55,1,15,12,2023/01/04 18:30,2023/01/04 20:30
56,3,16,15,2023/01/06 16:30,2023/01/06 18:30
57,2,2,17,2023/01/06 10:00,2023/01/07 10:00
58,2,1,19,2023/01/07 20:30,2023/01/08 00:30
59,1,18,8,2023/01/07 02:00,2023/01/07 04:00
60,3,1,15,2023/01/01 12:00,2023/01/01 15:00
61,1,9,18,2023/01/10 14:00,2023/01/10 16:00
62,3,1,2,2023/01/09 03:00,2023/01/09 21:00
63,3,17,13,2023/01/08 02:00,2023/01/08 10:00
64,3,4,11,2023/01/10 02:30,2023/01/10 20:30
65,3,9,18,2023/01/02 03:00,2023/01/02 15:00
66,3,14,12,2023/01/06 14:30,2023/01/07 02:30
67,3,14,11,2023/01/06 06:00,2023/01/07 06:00
68,3,2,17,2023/01/02 17:30,2023/01/03 05:30
69,2,11,14,2023/01/09 07:30,2023/01/09 13:30
70,1,13,20,2023/01/02 08:30,2023/01/02 20:30
71,3,4,5,2023/01/01 22:30,2023/01/02 02:30
72,3,8,16,2023/01/05 22:30,2023/01/06 00:30
73,3,10,12,2023/01/02 00:00,2023/01/02 03:00
74,3,5,17,2023/01/01 08:00,2023/01/01 16:00
75,2,10,16,2023/01/06 22:30,2023/01/07 06:30
76,1,1,7,2023/01/08 18:30,2023/01/08 21:30
77,2,8,6,2023/01/04 00:00,2023/01/04 08:00
78,2,15,17,2023/01/10 09:30,2023/01/10 13:30
79,3,7,14,2023/01/08 03:30,2023/01/08 21:30
80,2,18,14,2023/01/06 11:00,2023/01/06 19:00
81,2,1,16,2023/01/10 00:30,2023/01/10 03:30
82,2,3,2,2023/01/08 10:30,2023/01/08 14:30
83,1,9,18,2023/01/02 09:30,2023/01/02 21:30
84,1,13,16,2023/01/04 11:00,2023/01/04 14:00
85,3,8,12,2023/01/05 08:00,2023/01/05 12:00
86,3,1,6,2023/01/07 20:30,2023/01/08 14:30
87,3,2,16,2023/01/06 05:30,2023/01/06 11:30
88,3,9,13,2023/01/05 01:30,2023/01/05 13:30
89,1,8,11,2023/01/01 09:00,2023/01/01 17:00
90,2,14,8,2023/01/01 17:30,2023/01/01 19:30
91,1,14,13,2023/01/04 14:00,2023/01/04 16:00
92,1,7,3,2023/01/05 01:00,2023/01/05 07:00
93,1,13,20,2023/01/09 03:30,2023/01/09 07:30
94,2,7,20,2023/01/06 23:00,2023/01/07 17:00
95,1,4,17,2023/01/02 15:30,2023/01/03 15:30
96,1,1,11,2023/01/07 06:30,2023/01/08 00:30
97,2,20,13,2023/01/02 12:00,2023/01/03 00:00
98,1,2,14,2023/01/04 06:00,2023/01/04 09:00
99,3,17,15,2023/01/02 18:30,2023/01/03 00:30
100,3,9,18,2023/01/10 08:00,2023/01/10 20:00
101,1,4,14,2023/01/03 15:30,2023/01/03 18:30
102,1,10,5,2023/01/09 01:00,2023/01/09 04:00
103,3,9,19,2023/01/06 03:30,2023/01/06 21:30
104,1,5,18,2023/01/08 03:00,2023/01/08 07:00
105,1,10,19,2023/01/06 09:30,2023/01/06 12:30
106,3,10,10,2023/01/01 01:00,2023/01/01 04:00
107,3,6,12,2023/01/08 13:30,2023/01/09 13:30
108,1,9,19,2023/01/07 16:00,2023/01/08 00:00
109,1,2,5,2023/01/04 09:00,2023/01/05 09:00
110,3,3,17,2023/01/06 09:00,2023/01/06 13:00
111,3,5,18,2023/01/08 12:00,2023/01/08 14:00
112,1,4,1,2023/01/04 14:30,2023/01/04 20:30
113,1,10,18,2023/01/07 06:00,2023/01/07 08:00
114,3,12,12,2023/01/06 21:30,2023/01/07 21:30
115,3,8,20,2023/01/05 16:00,2023/01/06 04:00
116,2,5,13,2023/01/01 19:30,2023/01/02 01:30
117,1,15,17,2023/01/06 07:00,2023/01/07 01:00
118,1,10,2,2023/01/06 05:30,2023/01/06 08:30
119,3,7,18,2023/01/03 09:00,2023/01/03 15:00
120,1,20,14,2023/01/07 11:30,2023/01/08 11:30
121,2,9,18,2023/01/04 06:30,2023/01/04 10:30
122,1,16,17,2023/01/07 11:30,2023/01/07 17:30
123,3,14,20,2023/01/05 17:30,2023/01/06 01:30
124,3,9,10,2023/01/08 20:30,2023/01/09 20:30
125,3,8,8,2023/01/04 08:00,2023/01/04 20:00
126,2,11,12,2023/01/03 01:00,2023/01/04 01:00
127,2,14,13,2023/01/06 14:00,2023/01/06 16:00
128,2,4,20,2023/01/09 13:30,2023/01/09 19:30
129,3,9,12,2023/01/01 00:00,2023/01/01 18:00
130,2,7,12,2023/01/05 13:00,2023/01/05 21:00
131,2,11,3,2023/01/09 18:30,2023/01/10 02:30
132,3,1,12,2023/01/03 08:30,2023/01/03 14:30
133,3,9,18,2023/01/06 20:30,2023/01/07 02:30
134,1,9,14,2023/01/01 11:00,2023/01/01 23:00
135,2,10,12,2023/01/01 02:30,2023/01/01 20:30
136,1,9,2,2023/01/05 01:30,2023/01/05 07:30
137,3,7,15,2023/01/08 02:00,2023/01/08 05:00
138,1,14,18,2023/01/02 10:00,2023/01/02 14:00
139,3,18,7,2023/01/01 08:00,2023/01/01 10:00
140,3,20,18,2023/01/08 06:30,2023/01/08 09:30
141,3,7,18,2023/01/01 22:00,2023/01/02 04:00
142,3,8,15,2023/01/04 23:00,2023/01/05 05:00
143,2,4,17,2023/01/03 11:00,2023/01/04 11:00
144,2,4,15,2023/01/05 17:30,2023/01/05 19:30
145,3,15,13,2023/01/08 20:00,2023/01/09 00:00
146,3,10,15,2023/01/03 00:30,2023/01/04 00:30
147,2,13,17,2023/01/07 11:00,2023/01/08 11:00
148,2,4,17,2023/01/02 11:00,2023/01/02 14:00
149,3,2,16,2023/01/01 01:00,2023/01/01 07:00
150,2,6,6,2023/01/10 08:00,2023/01/10 14:00
151,3,19,15,2023/01/09 14:00,2023/01/10 02:00
152,3,3,12,2023/01/04 21:00,2023/01/05 05:00
153,1,9,14,2023/01/07 14:00,2023/01/07 17:00
154,3,10,1,2023/01/05 18:30,2023/01/05 21:30
155,2,8,15,2023/01/02 21:30,2023/01/03 01:30
156,2,9,13,2023/01/02 01:00,2023/01/02 04:00
157,2,9,11,2023/01/01 11:30,2023/01/01 17:30
158,2,9,18,2023/01/09 09:00,2023/01/09 11:00
159,3,3,13,2023/01/09 08:30,2023/01/09 11:30
160,2,1,15,2023/01/10 17:00,2023/01/10 21:00
161,3,4,14,2023/01/04 03:30,2023/01/04 11:30
162,1,2,17,2023/01/02 21:00,2023/01/03 21:00
163,3,1,13,2023/01/03 13:30,2023/01/03 16:30
164,2,4,13,2023/01/05 18:00,2023/01/06 12:00
165,1,6,19,2023/01/09 12:00,2023/01/10 06:00
166,1,18,13,2023/01/03 18:30,2023/01/03 22:30
167,1,7,18,2023/01/08 08:00,2023/01/08 20:00
168,3,7,7,2023/01/01 23:30,2023/01/02 17:30
169,2,10,17,2023/01/08 07:00,2023/01/08 09:00
170,2,13,16,2023/01/05 07:30,2023/01/05 13:30
171,1,7,11,2023/01/06 01:00,2023/01/06 09:00
172,1,5,15,2023/01/08 00:30,2023/01/08 03:30
173,3,2,20,2023/01/10 12:00,2023/01/10 16:00
174,3,3,20,2023/01/08 20:30,2023/01/09 08:30
175,3,1,14,2023/01/04 07:00,2023/01/05 07:00
176,2,2,18,2023/01/03 13:30,2023/01/04 13:30
177,2,8,5,2023/01/03 15:00,2023/01/03 23:00
178,3,3,18,2023/01/03 03:30,2023/01/03 21:30
179,1,18,1,2023/01/06 03:30,2023/01/06 06:30
180,2,3,11,2023/01/06 00:00,2023/01/06 08:00
181,3,7,13,2023/01/02 00:00,2023/01/03 00:00
182,2,4,15,2023/01/10 03:00,2023/01/10 07:00
183,3,8,1,2023/01/01 23:00,2023/01/02 02:00
184,1,4,6,2023/01/03 21:00,2023/01/04 00:00
185,1,3,18,2023/01/09 21:30,2023/01/10 00:30
186,3,7,3,2023/01/03 18:30,2023/01/04 02:30
187,2,20,5,2023/01/01 02:00,2023/01/01 08:00
188,3,4,12,2023/01/05 21:30,2023/01/06 03:30
189,2,4,15,2023/01/01 23:00,2023/01/02 03:00
190,2,14,12,2023/01/07 13:30,2023/01/07 21:30
191,1,8,17,2023/01/03 15:00,2023/01/03 23:00
192,2,19,11,2023/01/05 16:00,2023/01/06 00:00
193,2,6,17,2023/01/07 14:00,2023/01/07 16:00
194,1,10,17,2023/01/05 21:30,2023/01/06 00:30
195,1,10,17,2023/01/03 06:00,2023/01/03 08:00
196,1,18,13,2023/01/04 01:00,2023/01/05 01:00
197,1,7,5,2023/01/03 12:30,2023/01/03 15:30
198,1,4,11,2023/01/05 13:00,2023/01/05 21:00
199,3,9,14,2023/01/10 03:30,2023/01/10 11:30
200,3,3,7,2023/01/01 16:30,2023/01/01 22:30
201,1,4,11,2023/01/06 21:00,2023/01/07 15:00
