n_S,n_C,n_L,n_K,n_D,B
20,200,3,7000,10,20000
==========
Car ID,Level,Initial station
1,1,17
2,1,2
3,1,14
4,1,13
5,1,19
6,1,18
7,1,14
8,1,1
9,1,10
10,1,6
11,1,3
12,1,17
13,1,1
14,1,10
15,1,14
16,1,12
17,1,8
18,1,2
19,1,3
20,1,3
21,1,20
22,1,11
23,1,2
24,1,5
25,1,9
26,1,3
27,1,4
28,1,19
29,1,13
30,1,4
31,1,9
32,1,20
33,1,11
34,1,7
35,1,1
36,1,19
37,1,5
38,1,6
39,1,10
40,1,17
41,1,15
42,1,17
43,1,1
44,1,11
45,1,14
46,1,14
47,1,16
48,1,6
49,1,18
50,1,16
51,1,11
52,1,11
53,1,13
54,1,4
55,1,12
56,1,18
57,1,17
58,1,10
59,1,5
60,1,13
61,1,3
62,1,2
63,1,12
64,1,3
65,1,4
66,1,20
67,2,19
68,2,7
69,2,7
70,2,20
71,2,4
72,2,7
73,2,7
74,2,20
75,2,4
76,2,7
77,2,8
78,2,20
79,2,7
80,2,5
81,2,12
82,2,1
83,2,1
84,2,6
85,2,10
86,2,8
87,2,13
88,2,9
89,2,1
90,2,5
91,2,14
92,2,4
93,2,12
94,2,1
95,2,1
96,2,11
97,2,14
98,2,13
99,2,13
100,2,15
101,2,4
102,2,5
103,2,8
104,2,2
105,2,14
106,2,19
107,2,7
108,2,4
109,2,15
110,2,5
111,2,17
112,2,16
113,2,13
114,2,18
115,2,7
116,2,1
117,2,20
118,2,14
119,2,7
120,2,6
121,2,19
122,2,11
123,2,16
124,2,4
125,2,3
126,2,1
127,2,18
128,2,20
129,2,20
130,2,1
131,2,6
132,2,12
133,2,12
134,3,4
135,3,14
136,3,20
137,3,6
138,3,18
139,3,6
140,3,11
141,3,2
142,3,17
143,3,11
144,3,12
145,3,1
146,3,16
147,3,3
148,3,4
149,3,17
150,3,6
151,3,17
152,3,20
153,3,14
154,3,4
155,3,5
156,3,11
157,3,10
158,3,20
159,3,15
160,3,18
161,3,5
162,3,10
163,3,17
164,3,6
165,3,8
166,3,1
167,3,15
168,3,5
169,3,14
170,3,4
171,3,11
172,3,13
173,3,14
174,3,2
175,3,10
176,3,7
177,3,19
178,3,9
179,3,3
180,3,11
181,3,17
182,3,13
183,3,20
184,3,4
185,3,8
186,3,18
187,3,7
188,3,2
189,3,11
190,3,2
191,3,14
192,3,12
193,3,3
194,3,1
195,3,18
196,3,5
197,3,12
198,3,11
199,3,2
200,3,20
==========
Car level,Hour rate
1,200
2,300
3,500
==========
Order ID,Level,Pick-up station,Return station,Pick-up time,Return time
1,2,3,1,2023/01/06 02:00,2023/01/06 08:00
2,1,14,13,2023/01/04 14:30,2023/01/05 14:30
3,2,16,1,2023/01/09 09:30,2023/01/09 13:30
4,2,16,8,2023/01/07 07:00,2023/01/08 07:00
5,2,14,3,2023/01/07 09:30,2023/01/07 13:30
6,1,12,2,2023/01/05 17:30,2023/01/05 23:30
7,1,7,2,2023/01/05 13:00,2023/01/05 15:00
8,2,18,18,2023/01/03 10:00,2023/01/03 16:00
9,3,10,20,2023/01/05 23:00,2023/01/06 07:00
10,1,7,10,2023/01/05 16:30,2023/01/05 18:30
11,1,7,8,2023/01/09 11:30,2023/01/09 14:30
12,2,3,2,2023/01/07 06:00,2023/01/07 10:00
13,1,3,11,2023/01/03 03:30,2023/01/03 15:30
14,1,18,13,2023/01/07 03:30,2023/01/07 11:30
15,1,13,15,2023/01/05 17:30,2023/01/06 05:30
16,1,4,16,2023/01/06 02:30,2023/01/06 05:30
17,1,6,16,2023/01/05 03:30,2023/01/05 06:30
18,1,4,12,2023/01/02 14:30,2023/01/02 22:30
19,1,1,2,2023/01/01 04:00,2023/01/01 12:00
20,2,2,4,2023/01/04 18:30,2023/01/05 06:30
21,2,4,6,2023/01/01 04:30,2023/01/01 16:30
22,1,18,1,2023/01/01 19:30,2023/01/01 22:30
23,3,5,4,2023/01/05 09:30,2023/01/05 15:30
24,2,10,5,2023/01/06 08:00,2023/01/06 14:00
25,1,9,15,2023/01/06 01:30,2023/01/06 05:30
26,1,7,16,2023/01/08 13:30,2023/01/09 01:30
27,2,18,13,2023/01/06 07:30,2023/01/07 07:30
28,2,7,7,2023/01/08 19:30,2023/01/09 01:30
29,1,1,15,2023/01/10 12:30,2023/01/10 18:30
30,1,18,4,2023/01/09 03:30,2023/01/09 06:30
31,1,12,11,2023/01/08 20:30,2023/01/08 23:30
32,1,5,1,2023/01/10 19:00,2023/01/10 21:00
33,1,8,11,2023/01/01 17:30,2023/01/01 23:30
34,2,11,1,2023/01/05 13:00,2023/01/05 16:00
35,1,9,17,2023/01/08 15:00,2023/01/08 17:00
36,2,5,5,2023/01/03 10:00,2023/01/03 12:00
37,3,14,11,2023/01/09 06:30,2023/01/09 08:30
38,3,2,14,2023/01/02 20:00,2023/01/03 04:00
39,1,12,19,2023/01/01 15:30,2023/01/02 15:30
40,1,3,13,2023/01/09 19:30,2023/01/10 13:30
41,1,6,6,2023/01/04 00:30,2023/01/04 04:30
42,1,20,11,2023/01/05 01:30,2023/01/05 04:30
43,2,12,7,2023/01/08 22:00,2023/01/09 02:00
44,1,11,2,2023/01/07 11:30,2023/01/07 13:30
45,3,15,19,2023/01/06 13:00,2023/01/06 21:00
46,1,19,7,2023/01/01 02:30,2023/01/02 02:30
47,3,10,5,2023/01/02 00:00,2023/01/02 03:00
48,2,5,15,2023/01/07 06:00,2023/01/08 00:00
49,1,5,2,2023/01/10 04:00,2023/01/10 16:00
50,1,2,4,2023/01/02 22:30,2023/01/03 22:30
51,3,16,9,2023/01/03 00:30,2023/01/03 08:30
52,1,19,11,2023/01/04 22:30,2023/01/05 04:30
53,1,17,12,2023/01/07 12:00,2023/01/07 20:00
54,1,17,11,2023/01/02 07:30,2023/01/03 07:30
55,2,10,10,2023/01/09 12:00,2023/01/09 18:00
56,1,6,14,2023/01/04 03:00,2023/01/04 11:00
57,3,1,13,2023/01/08 02:30,2023/01/08 08:30
58,1,10,19,2023/01/10 08:30,2023/01/10 20:30
59,1,12,20,2023/01/05 11:00,2023/01/05 14:00
60,1,20,8,2023/01/03 02:30,2023/01/03 20:30
61,1,17,14,2023/01/09 02:00,2023/01/09 06:00
62,1,7,9,2023/01/06 02:30,2023/01/06 20:30
63,1,14,10,2023/01/04 07:00,2023/01/04 11:00
64,1,14,12,2023/01/03 14:00,2023/01/04 14:00
65,1,4,19,2023/01/08 06:00,2023/01/08 09:00
66,2,13,2,2023/01/02 18:30,2023/01/03 18:30
67,1,13,7,2023/01/01 22:00,2023/01/02 10:00
68,2,16,16,2023/01/08 10:00,2023/01/08 13:00
69,1,14,4,2023/01/08 16:00,2023/01/09 10:00
