n_S,n_C,n_L,n_K,n_D,B
20,200,3,7000,10,20000
==========
Car ID,Level,Initial station
1,1,2
2,1,10
3,1,17
4,1,19
5,1,14
6,1,1
7,1,7
8,1,3
9,1,20
10,1,6
11,1,3
12,1,13
13,1,1
14,1,10
15,1,16
16,1,15
17,1,6
18,1,6
19,1,10
20,1,1
21,1,7
22,1,16
23,1,5
24,1,8
25,1,9
26,1,1
27,1,3
28,1,13
29,1,3
30,1,3
31,1,18
32,1,1
33,1,11
34,1,8
35,1,11
36,1,5
37,1,18
38,1,13
39,1,8
40,1,10
41,1,6
42,1,8
43,1,1
44,1,19
45,1,20
46,1,12
47,1,10
48,1,19
49,1,5
50,1,18
51,1,19
52,1,20
53,1,4
54,1,1
55,1,2
56,1,11
57,1,8
58,1,2
59,1,1
60,1,4
61,1,6
62,1,11
63,1,12
64,1,4
65,1,9
66,1,11
67,2,18
68,2,1
69,2,17
70,2,3
71,2,14
72,2,18
73,2,18
74,2,3
75,2,18
76,2,6
77,2,2
78,2,6
79,2,13
80,2,17
81,2,9
82,2,16
83,2,16
84,2,9
85,2,16
86,2,10
87,2,10
88,2,18
89,2,13
90,2,7
91,2,9
92,2,17
93,2,20
94,2,15
95,2,11
96,2,16
97,2,7
98,2,20
99,2,20
100,2,15
101,2,11
102,2,15
103,2,17
104,2,19
105,2,18
106,2,17
107,2,17
108,2,7
109,2,14
110,2,18
111,2,5
112,2,4
113,2,1
114,2,16
115,2,7
116,2,9
117,2,6
118,2,13
119,2,8
120,2,10
121,2,11
122,2,1
123,2,5
124,2,11
125,2,16
126,2,16
127,2,13
128,2,10
129,2,8
130,2,2
131,2,18
132,2,20
133,2,20
134,3,12
135,3,12
136,3,15
137,3,13
138,3,20
139,3,18
140,3,14
141,3,18
142,3,18
143,3,16
144,3,18
145,3,11
146,3,6
147,3,18
148,3,18
149,3,18
150,3,8
151,3,9
152,3,8
153,3,5
154,3,7
155,3,18
156,3,8
157,3,3
158,3,20
159,3,4
160,3,3
