n_S,n_C,n_L,n_K,n_D,B
20,200,3,10000,10,20000
==========
Car ID,Level,Initial station
1,1,20
2,1,11
3,1,14
4,1,1
5,1,1
6,1,18
7,1,17
8,1,4
9,1,9
10,1,4
11,1,13
12,1,16
13,1,1
14,1,1
15,1,7
16,1,9
17,1,14
18,1,5
19,1,17
20,1,8
21,1,2
22,1,16
23,1,17
24,1,2
25,1,2
26,1,7
27,1,19
28,1,3
29,1,12
30,1,7
31,1,19
32,1,17
33,1,20
34,1,19
35,1,1
36,1,10
37,1,13
38,1,5
39,1,12
40,1,12
41,1,3
42,1,15
43,1,18
44,1,3
45,1,7
46,1,9
47,1,16
48,1,8
49,1,12
50,1,8
51,1,13
52,1,11
53,1,18
54,1,11
55,1,3
56,1,3
57,1,16
58,1,16
59,1,2
60,1,18
61,1,9
62,1,9
63,1,5
64,1,5
65,1,16
66,1,19
67,2,3
68,2,6
69,2,5
70,2,17
71,2,9
72,2,16
73,2,16
74,2,10
75,2,16
76,2,6
77,2,8
78,2,5
79,2,9
80,2,4
81,2,9
82,2,4
83,2,4
84,2,3
85,2,11
86,2,10
87,2,6
88,2,1
89,2,8
90,2,2
91,2,4
92,2,1
93,2,2
94,2,14
95,2,12
96,2,3
97,2,6
98,2,9
99,2,7
100,2,15
101,2,2
102,2,15
103,2,6
104,2,19
105,2,13
106,2,14
107,2,8
108,2,12
109,2,20
110,2,3
111,2,15
112,2,10
113,2,19
114,2,15
115,2,5
116,2,9
117,2,9
118,2,15
119,2,18
120,2,10
121,2,19
122,2,19
123,2,12
124,2,18
125,2,20
126,2,13
127,2,10
128,2,20
129,2,1
130,2,2
131,2,16
132,2,14
133,2,20
134,3,20
135,3,6
136,3,9
137,3,19
138,3,12
139,3,7
140,3,13
141,3,17
142,3,2
143,3,8
144,3,10
145,3,4
146,3,3
147,3,7
148,3,7
149,3,15
150,3,5
151,3,9
152,3,4
153,3,13
154,3,1
155,3,9
156,3,11
157,3,7
158,3,9
159,3,3
160,3,18
161,3,14
162,3,20
163,3,9
164,3,10
165,3,15
166,3,5
167,3,1
168,3,17
169,3,18
170,3,17
171,3,1
172,3,10
173,3,20
174,3,16
175,3,3
176,3,13
177,3,9
178,3,9
179,3,17
180,3,20
181,3,12
182,3,4
183,3,5
184,3,5
185,3,19
186,3,6
187,3,5
188,3,4
189,3,20
190,3,7
191,3,3
192,3,8
193,3,19
194,3,6
195,3,5
196,3,14
197,3,1
198,3,10
199,3,19
200,3,4
==========
Car level,Hour rate
1,200
2,300
3,500
==========
Order ID,Level,Pick-up station,Return station,Pick-up time,Return time
1,2,7,16,2023/01/04 22:00,2023/01/05 00:00
2,3,16,4,2023/01/05 13:00,2023/01/05 17:00
3,1,16,19,2023/01/06 12:00,2023/01/06 20:00
4,2,7,10,2023/01/01 00:30,2023/01/01 04:30
5,3,14,9,2023/01/08 11:30,2023/01/08 14:30
6,2,11,20,2023/01/02 01:00,2023/01/02 13:00
7,3,9,11,2023/01/05 00:00,2023/01/05 04:00
8,3,17,15,2023/01/09 08:30,2023/01/09 14:30
9,3,14,5,2023/01/03 05:00,2023/01/03 09:00
10,3,20,4,2023/01/02 00:00,2023/01/02 02:00
11,3,10,18,2023/01/10 00:00,2023/01/10 04:00
12,3,18,11,2023/01/05 06:00,2023/01/05 18:00
13,3,19,20,2023/01/03 10:00,2023/01/03 16:00
14,3,11,14,2023/01/01 17:00,2023/01/02 01:00
15,2,6,1,2023/01/10 10:30,2023/01/10 16:30
16,2,11,9,2023/01/03 08:00,2023/01/03 10:00
17,1,16,20,2023/01/07 00:00,2023/01/07 04:00
18,3,13,4,2023/01/01 17:30,2023/01/02 05:30
19,1,13,19,2023/01/03 07:00,2023/01/04 07:00
